student_id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,saw_score
4840,24,1.0,2.0,7.75,68.2,1.0,6.9,0.0,1.0,1.0,2.0,77.0,0.7218168354058516
18611,23,2.0,1.0,5.91,91.9,1.0,9.4,2.0,1.0,0.0,0.0,53.4,0.7218071121867232
11615,23,1.0,6.0,6.84,76.2,1.0,8.7,0.0,1.0,1.0,2.0,82.2,0.7217807869911009
11344,23,1.0,6.0,6.9,61.0,0.0,8.2,1.0,2.0,0.0,0.0,73.8,0.7217720618513809
13302,22,1.0,0.0,6.12,57.0,1.0,6.5,2.0,4.0,2.0,0.0,59.3,0.7217179875226531
6644,20,1.0,1.0,6.13,96.6,1.0,9.4,0.0,2.0,0.0,0.0,80.7,0.7216259352664784
791,17,0.0,4.0,7.74,62.6,1.0,4.9,0.0,0.0,0.0,0.0,87.2,0.7216221901622908
14913,21,2.0,2.0,6.87,81.9,1.0,5.6,0.0,3.0,0.0,0.0,83.1,0.7215841478882026
9535,17,2.0,1.0,6.94,60.7,1.0,9.4,0.0,2.0,1.0,2.0,81.3,0.7215576813161438
13728,19,1.0,3.0,6.67,48.4,1.0,8.5,0.0,3.0,2.0,0.0,89.7,0.7215107507390229
2222,18,0.0,2.0,6.24,53.2,1.0,9.0,2.0,4.0,0.0,2.0,54.4,0.7215098513765494
7348,19,1.0,6.0,6.23,70.6,1.0,8.1,0.0,1.0,2.0,0.0,79.2,0.7213895207135644
3546,22,0.0,0.0,7.17,67.3,1.0,8.2,1.0,0.0,1.0,0.0,79.5,0.7213580948899441
16533,21,2.0,6.0,6.17,51.3,1.0,9.2,2.0,4.0,0.0,2.0,68.6,0.721356790226189
1058,23,1.0,0.0,7.21,76.4,1.0,6.2,0.0,2.0,1.0,0.0,91.2,0.7213503475831309
6931,17,1.0,5.0,7.1,51.0,1.0,6.8,0.0,4.0,0.0,2.0,76.6,0.7213433105772437
17215,17,0.0,2.0,7.91,43.7,1.0,7.1,0.0,1.0,1.0,2.0,77.6,0.7213031739482496
11189,24,2.0,6.0,7.43,66.0,1.0,7.2,0.0,1.0,1.0,2.0,78.8,0.7212998801737209
9942,22,2.0,3.0,6.43,86.6,1.0,8.4,0.0,1.0,2.0,2.0,77.4,0.721298807175606
14587,23,1.0,1.0,7.81,94.0,1.0,4.4,0.0,0.0,0.0,2.0,100.0,0.7212963495971245
4432,17,1.0,4.0,5.41,99.0,1.0,6.0,2.0,1.0,0.0,0.0,87.3,0.7212745016987695
6571,23,0.0,1.0,6.77,74.6,1.0,5.4,1.0,3.0,1.0,1.0,85.0,0.7212469814830104
9218,17,2.0,0.0,5.65,64.4,1.0,8.7,2.0,3.0,2.0,2.0,64.6,0.7212159324249612
15885,17,1.0,3.0,7.21,57.3,1.0,4.7,0.0,2.0,2.0,2.0,91.3,0.7211713915113316
16246,22,0.0,2.0,5.3,90.8,1.0,9.7,2.0,4.0,0.0,2.0,85.1,0.7211263383678503
4464,22,2.0,0.0,6.99,89.2,1.0,6.7,1.0,0.0,0.0,0.0,100.0,0.7210347263040963
3701,18,2.0,6.0,5.88,46.7,1.0,8.6,2.0,2.0,2.0,1.0,63.1,0.7210241080499485
503,24,1.0,4.0,5.55,87.6,1.0,9.6,2.0,2.0,1.0,2.0,85.8,0.7210038473077983
9555,20,0.0,1.0,5.48,76.2,1.0,7.5,2.0,3.0,2.0,1.0,59.2,0.7209895332137348
15554,18,0.0,6.0,4.67,96.9,1.0,7.0,2.0,2.0,2.0,2.0,68.5,0.7209835270562251
11904,20,1.0,6.0,5.13,83.4,1.0,7.5,2.0,3.0,1.0,1.0,46.0,0.7209127277260761
7431,24,1.0,1.0,7.24,65.7,1.0,6.9,1.0,1.0,1.0,0.0,71.2,0.7208687791528415
17216,22,2.0,5.0,5.51,67.0,1.0,5.5,2.0,4.0,2.0,0.0,60.7,0.7208486748140881
6554,20,0.0,6.0,5.52,75.1,1.0,5.2,2.0,3.0,2.0,2.0,71.3,0.7208052942566332
6163,18,0.0,3.0,7.07,71.1,0.0,9.4,0.0,0.0,1.0,2.0,96.4,0.7207623733512912
16625,19,1.0,5.0,7.08,57.5,1.0,7.9,1.0,0.0,1.0,2.0,66.1,0.7206983664122717
2195,22,2.0,1.0,6.55,61.5,1.0,6.4,1.0,4.0,2.0,2.0,85.4,0.7206763082306661
13008,24,2.0,2.0,6.43,63.2,1.0,5.9,2.0,2.0,2.0,0.0,74.6,0.7206753880509763
7688,21,0.0,6.0,4.95,88.2,1.0,7.0,2.0,3.0,2.0,2.0,63.9,0.7206730831025286
9749,22,1.0,0.0,7.62,45.2,1.0,4.7,2.0,1.0,2.0,2.0,58.5,0.7206019856213051
11053,24,1.0,4.0,7.86,71.3,1.0,4.4,0.0,1.0,0.0,0.0,66.0,0.7206013903608481
10141,20,0.0,0.0,6.84,44.4,0.0,9.0,2.0,2.0,1.0,0.0,56.0,0.7205554191376837
15090,21,0.0,2.0,4.72,99.4,1.0,8.5,2.0,2.0,2.0,0.0,61.4,0.7205525896363905
16153,23,0.0,2.0,7.26,73.2,1.0,4.8,0.0,2.0,2.0,2.0,83.7,0.7204955985369644
3846,20,2.0,5.0,4.38,95.1,1.0,9.3,2.0,4.0,1.0,1.0,68.8,0.72047297701057
9065,21,2.0,1.0,6.2,77.8,1.0,8.9,1.0,3.0,0.0,0.0,80.5,0.7204499538066527
9641,19,2.0,2.0,6.08,80.8,1.0,8.4,1.0,1.0,1.0,0.0,81.3,0.7204456863715263
13976,17,0.0,5.0,6.85,57.1,0.0,7.5,2.0,0.0,0.0,1.0,74.1,0.7204372362495624
16149,23,0.0,3.0,6.67,64.7,0.0,8.4,2.0,0.0,2.0,2.0,87.4,0.7204248844205412
17252,17,1.0,1.0,4.4,97.3,1.0,6.3,2.0,4.0,2.0,0.0,67.6,0.7204227351662533
15539,24,2.0,3.0,6.33,78.2,1.0,6.4,2.0,1.0,1.0,0.0,72.9,0.7203746952093723
11384,17,1.0,0.0,6.48,68.4,1.0,4.3,2.0,4.0,0.0,2.0,64.7,0.7203567946918339
1429,19,0.0,5.0,6.95,63.9,1.0,4.3,2.0,0.0,1.0,2.0,85.5,0.7203392469255423
12525,22,2.0,3.0,5.95,85.7,0.0,8.1,1.0,2.0,2.0,2.0,80.2,0.720241305131488
12067,19,2.0,0.0,6.76,55.5,1.0,6.0,2.0,1.0,2.0,1.0,65.3,0.7202402911939818
11319,23,0.0,0.0,6.71,98.6,1.0,8.9,1.0,0.0,0.0,2.0,100.0,0.7202155404215425
2827,19,1.0,1.0,5.34,82.1,1.0,7.4,2.0,3.0,2.0,2.0,49.7,0.720215187105122
7381,22,2.0,3.0,6.39,88.9,1.0,6.4,0.0,2.0,2.0,2.0,95.8,0.7202135052768501
19661,19,2.0,5.0,5.86,50.5,0.0,8.9,2.0,2.0,2.0,0.0,66.6,0.7202129406576511
4052,20,0.0,1.0,6.31,71.0,1.0,5.2,2.0,4.0,0.0,1.0,74.7,0.7202119843622796
10734,20,2.0,6.0,6.64,50.6,1.0,5.5,1.0,3.0,2.0,2.0,85.5,0.7202078406945629
7664,21,1.0,0.0,5.81,82.2,1.0,7.9,2.0,3.0,1.0,2.0,63.3,0.7201948092612824
2271,19,1.0,5.0,7.37,42.0,1.0,4.7,1.0,3.0,0.0,0.0,81.0,0.7201907628754036
3605,24,2.0,2.0,6.39,88.4,0.0,5.9,1.0,1.0,2.0,0.0,91.1,0.7201487910456212
19518,17,2.0,5.0,5.19,73.1,1.0,6.5,1.0,4.0,2.0,0.0,50.3,0.7201053096213567
6255,19,2.0,6.0,6.34,49.1,1.0,7.1,1.0,4.0,1.0,1.0,41.3,0.7200641553313619
19633,18,0.0,1.0,5.64,67.6,1.0,9.7,1.0,4.0,1.0,0.0,74.7,0.7200515373168027
15178,21,0.0,3.0,6.31,77.8,1.0,7.8,0.0,4.0,1.0,2.0,72.7,0.7200307316700274
17289,18,1.0,2.0,6.73,66.4,1.0,8.2,0.0,3.0,0.0,0.0,82.2,0.7200152287062426
2504,17,2.0,3.0,6.14,54.5,1.0,9.8,0.0,4.0,2.0,2.0,87.3,0.7200089570835139
16034,23,2.0,4.0,6.5,91.5,1.0,4.8,0.0,1.0,2.0,0.0,85.2,0.7199744764317667
1662,21,2.0,0.0,7.04,49.7,1.0,5.3,2.0,3.0,1.0,1.0,58.9,0.7199742863451499
7567,20,0.0,0.0,6.62,44.9,1.0,7.6,2.0,3.0,2.0,2.0,45.2,0.7199725439934677
1502,19,1.0,3.0,6.69,74.9,1.0,9.4,0.0,1.0,1.0,2.0,81.1,0.7199462195514097
14668,22,2.0,6.0,5.61,94.6,0.0,6.9,2.0,0.0,2.0,2.0,87.0,0.7199277953620311
6596,20,1.0,1.0,5.84,92.6,0.0,6.5,2.0,2.0,1.0,2.0,58.8,0.7199151768820349
13644,24,2.0,4.0,6.8,77.4,1.0,9.1,0.0,2.0,0.0,0.0,70.3,0.7198783527946473
18657,21,1.0,2.0,7.3,68.0,1.0,5.2,1.0,1.0,1.0,2.0,84.9,0.7198467804359991
16392,21,0.0,1.0,6.16,86.3,1.0,9.3,0.0,2.0,2.0,2.0,61.2,0.7198235264419062
3570,18,0.0,5.0,5.93,80.1,1.0,4.2,2.0,2.0,1.0,2.0,64.6,0.7198118187774543
1668,22,2.0,3.0,7.1,47.7,1.0,8.5,1.0,4.0,0.0,2.0,71.2,0.7197858099569745
15769,17,2.0,3.0,5.74,72.8,1.0,5.5,1.0,4.0,2.0,2.0,88.7,0.7197604390287488
8283,17,1.0,4.0,6.22,70.1,1.0,5.1,1.0,1.0,2.0,0.0,74.1,0.719736317992337
15713,19,1.0,3.0,6.37,94.6,0.0,6.4,0.0,2.0,1.0,2.0,81.3,0.7197203309077604
12124,20,1.0,0.0,7.36,71.7,1.0,5.3,0.0,0.0,2.0,0.0,77.6,0.7197076287931992
11756,18,2.0,2.0,7.55,50.4,1.0,9.4,1.0,0.0,0.0,2.0,94.8,0.7196926156739706
12205,21,1.0,5.0,6.42,91.6,1.0,5.5,0.0,3.0,0.0,1.0,68.0,0.719642228397268
16471,17,0.0,1.0,7.18,72.4,0.0,6.3,1.0,1.0,0.0,2.0,85.7,0.7196262161846434
15318,18,1.0,5.0,6.58,60.3,1.0,5.3,1.0,3.0,1.0,2.0,74.9,0.7196071330530762
7859,17,1.0,0.0,7.33,66.0,1.0,9.0,0.0,0.0,1.0,2.0,86.3,0.7195913953096573
272,17,1.0,1.0,6.81,66.8,1.0,7.3,0.0,1.0,2.0,1.0,82.8,0.7195292750243594
1095,19,1.0,1.0,6.81,79.0,1.0,7.9,1.0,1.0,0.0,2.0,99.3,0.7194569502637942
930,21,1.0,2.0,5.93,73.8,1.0,8.1,0.0,4.0,2.0,0.0,68.6,0.7194449768626183
949,24,1.0,5.0,7.24,69.1,1.0,7.2,0.0,3.0,0.0,2.0,97.0,0.7194384642211857
18871,18,0.0,0.0,6.78,80.0,1.0,8.8,0.0,1.0,1.0,2.0,87.2,0.7194243368060764
3827,19,1.0,4.0,5.52,93.7,1.0,4.2,2.0,4.0,0.0,2.0,69.3,0.7194225665780527
16396,18,1.0,6.0,6.79,51.2,1.0,4.4,0.0,4.0,2.0,2.0,80.3,0.7193903606213594
8294,17,0.0,0.0,5.83,86.8,1.0,7.3,0.0,3.0,2.0,1.0,69.2,0.7193766521714269
17421,21,0.0,1.0,5.31,96.0,0.0,9.8,1.0,3.0,1.0,0.0,91.6,0.7193758663035071
15658,23,0.0,2.0,5.6,83.3,1.0,5.2,2.0,4.0,2.0,2.0,56.3,0.7193722419746353
7414,19,1.0,1.0,5.29,88.3,0.0,5.4,2.0,4.0,2.0,2.0,61.4,0.7193416860579868
13992,23,1.0,6.0,5.96,51.8,1.0,7.2,2.0,4.0,2.0,2.0,58.5,0.7193319227226366
13034,22,0.0,6.0,5.82,59.5,1.0,6.3,2.0,4.0,1.0,0.0,56.7,0.7193193283012916
3229,22,1.0,3.0,6.19,67.4,1.0,7.6,1.0,4.0,1.0,1.0,69.3,0.7193040731659948
19820,23,0.0,4.0,4.82,92.5,1.0,7.6,2.0,4.0,2.0,2.0,77.9,0.7192740923187101
8337,20,1.0,3.0,6.18,57.3,1.0,8.8,2.0,4.0,0.0,2.0,100.0,0.7192683273849183
7092,20,2.0,4.0,5.32,99.4,1.0,5.5,2.0,1.0,2.0,2.0,61.3,0.7191972061608757
14189,24,1.0,4.0,6.27,62.4,1.0,6.5,1.0,4.0,2.0,1.0,83.4,0.7191893918477819
1640,19,0.0,6.0,6.01,60.2,1.0,5.7,2.0,1.0,2.0,0.0,71.4,0.7191805186991508
2290,20,1.0,5.0,7.21,72.9,1.0,9.1,0.0,0.0,0.0,2.0,100.0,0.7191703250729946
9598,23,2.0,1.0,7.9,68.7,1.0,5.4,0.0,1.0,1.0,2.0,88.0,0.7191503598555252
6409,21,2.0,6.0,7.46,45.6,1.0,6.3,0.0,3.0,1.0,2.0,63.2,0.7191219000225477
7645,17,2.0,4.0,6.89,44.5,1.0,9.1,0.0,2.0,2.0,2.0,58.9,0.7191161626548062
19652,17,0.0,2.0,5.47,89.2,0.0,5.1,1.0,4.0,2.0,2.0,72.2,0.7191154247822888
16858,24,0.0,5.0,6.6,74.5,1.0,6.5,1.0,1.0,2.0,2.0,98.2,0.7190687591827868
10932,23,1.0,0.0,6.72,81.0,1.0,6.2,2.0,1.0,0.0,0.0,72.4,0.7190270566414546
5217,23,1.0,5.0,7.28,56.7,1.0,4.8,1.0,0.0,2.0,0.0,96.9,0.7190151319227546
6853,22,1.0,4.0,6.18,79.1,1.0,9.3,2.0,1.0,0.0,2.0,95.9,0.7189897619752706
19032,24,1.0,5.0,6.42,68.5,1.0,6.3,1.0,3.0,1.0,0.0,79.8,0.7189772991728115
17144,24,0.0,2.0,7.68,62.1,1.0,9.0,0.0,2.0,0.0,2.0,100.0,0.7188991172056035
12856,20,1.0,0.0,5.86,87.6,0.0,9.4,1.0,3.0,1.0,2.0,99.6,0.7188075898901384
1808,20,0.0,5.0,6.41,54.1,1.0,9.8,2.0,2.0,0.0,2.0,74.4,0.7186760651944045
15614,23,1.0,4.0,4.69,97.7,1.0,9.9,2.0,4.0,0.0,0.0,67.7,0.7186631385065739
2084,22,1.0,0.0,7.35,43.9,1.0,8.7,0.0,3.0,2.0,1.0,79.6,0.7186363482453652
16548,22,0.0,5.0,5.86,88.9,1.0,4.8,2.0,1.0,1.0,0.0,56.8,0.7186317581738626
8913,22,0.0,2.0,6.72,54.6,1.0,9.9,2.0,1.0,1.0,2.0,75.6,0.7185906411520594
5482,17,2.0,3.0,7.91,60.8,1.0,6.1,0.0,0.0,0.0,2.0,89.4,0.718589106412907
724,17,0.0,0.0,5.84,89.8,1.0,4.5,2.0,1.0,2.0,2.0,55.9,0.7185469527247659
8638,23,0.0,4.0,6.95,89.2,1.0,4.7,0.0,3.0,0.0,2.0,95.2,0.7185400232458679
19574,18,0.0,5.0,5.98,72.8,1.0,4.1,2.0,3.0,0.0,0.0,69.9,0.7185076052051267
1427,22,2.0,4.0,7.47,59.5,1.0,8.0,1.0,0.0,0.0,1.0,85.1,0.7184956862822234
19532,21,2.0,5.0,5.69,47.2,1.0,7.8,2.0,4.0,2.0,0.0,49.7,0.718463800690131
15632,19,0.0,2.0,7.24,43.3,1.0,6.3,2.0,0.0,2.0,2.0,71.3,0.7184047314374333
8535,20,1.0,5.0,7.1,51.5,1.0,5.6,1.0,1.0,2.0,2.0,86.5,0.7183800334255829
4277,17,1.0,2.0,5.19,95.6,1.0,6.7,2.0,1.0,2.0,2.0,74.1,0.7183303181676274
17214,18,2.0,3.0,4.81,94.1,1.0,8.7,2.0,3.0,1.0,2.0,76.4,0.7182735599528426
1452,17,2.0,4.0,5.03,95.7,0.0,4.5,2.0,3.0,1.0,0.0,66.8,0.7181979568214913
12819,18,1.0,1.0,5.79,62.2,1.0,9.6,1.0,4.0,1.0,0.0,82.8,0.7181838674336791
1976,17,2.0,1.0,5.91,70.0,1.0,8.9,2.0,3.0,0.0,2.0,89.8,0.7181718475220659
13429,17,2.0,1.0,6.96,74.8,1.0,5.3,0.0,3.0,0.0,1.0,76.6,0.7181552320257403
11322,20,2.0,1.0,5.52,92.3,1.0,4.1,2.0,3.0,2.0,2.0,66.6,0.7181466505342315
1478,20,2.0,5.0,5.9,78.9,1.0,8.6,1.0,1.0,1.0,0.0,87.7,0.7181235579857679
1815,24,0.0,4.0,5.48,95.4,1.0,9.1,2.0,0.0,2.0,2.0,79.7,0.7180907417582798
9855,22,2.0,3.0,6.41,80.4,1.0,4.4,2.0,2.0,0.0,0.0,57.9,0.7180548243529143
1175,17,1.0,6.0,6.09,49.8,1.0,4.3,2.0,4.0,1.0,1.0,52.8,0.7180066000885903
10659,18,2.0,2.0,5.91,48.6,1.0,6.8,2.0,4.0,2.0,1.0,48.2,0.7180039531715157
14243,22,0.0,2.0,7.0,72.4,1.0,7.1,0.0,4.0,0.0,2.0,56.3,0.7179977679815138
18040,23,1.0,0.0,7.08,96.8,1.0,5.2,0.0,2.0,0.0,1.0,100.0,0.7179711722008673
790,17,0.0,6.0,5.01,83.0,1.0,6.9,2.0,4.0,0.0,1.0,62.7,0.717951312886899
12616,23,0.0,5.0,6.83,40.6,1.0,8.9,1.0,3.0,1.0,0.0,63.8,0.7179057792962525
17712,18,0.0,0.0,5.79,72.0,1.0,9.2,1.0,3.0,2.0,2.0,90.9,0.7179005196938736
1807,17,0.0,4.0,7.57,64.8,1.0,6.1,0.0,0.0,0.0,1.0,100.0,0.7178784566196404
5204,22,2.0,4.0,6.15,80.6,1.0,7.6,1.0,0.0,2.0,0.0,86.3,0.7178632828471336
9523,23,2.0,5.0,5.88,98.1,1.0,7.9,1.0,1.0,1.0,2.0,62.6,0.7178516693837711
4952,17,2.0,3.0,6.71,68.4,1.0,7.3,0.0,3.0,0.0,1.0,75.1,0.7177463259362389
1713,24,1.0,5.0,6.58,77.2,1.0,6.3,2.0,1.0,0.0,1.0,70.9,0.7177433742134511
18317,19,2.0,6.0,6.54,66.5,1.0,6.2,2.0,0.0,0.0,0.0,100.0,0.7176690160868274
408,18,0.0,6.0,6.74,80.3,1.0,8.9,0.0,0.0,0.0,2.0,78.1,0.7176444324449954
11001,23,2.0,4.0,6.42,58.9,1.0,8.9,1.0,4.0,0.0,0.0,89.8,0.7176300238506331
13929,22,2.0,4.0,6.23,95.9,1.0,5.6,0.0,3.0,1.0,2.0,78.7,0.717612015850433
5410,22,0.0,5.0,7.03,45.1,0.0,7.8,1.0,2.0,2.0,2.0,99.0,0.7175974221507362
18249,18,2.0,3.0,6.57,52.8,1.0,6.3,1.0,3.0,1.0,0.0,81.5,0.7175105273058523
11738,18,0.0,0.0,7.72,46.6,1.0,5.4,0.0,2.0,2.0,2.0,86.3,0.7175040420919471
18517,19,0.0,4.0,7.32,44.4,1.0,5.7,0.0,3.0,1.0,0.0,63.0,0.7174635265973754
1779,19,2.0,1.0,6.31,80.6,1.0,8.8,1.0,1.0,1.0,2.0,78.3,0.7174626648300073
7967,18,1.0,0.0,7.28,74.6,1.0,6.1,0.0,1.0,1.0,2.0,91.5,0.7173925163523115
15744,17,2.0,4.0,7.41,66.2,1.0,6.9,0.0,0.0,0.0,1.0,82.3,0.7173578587237516
17881,22,1.0,4.0,6.61,88.7,1.0,5.5,0.0,1.0,2.0,2.0,73.5,0.7173165170677291
1785,22,2.0,5.0,6.86,78.4,1.0,9.2,0.0,0.0,1.0,2.0,92.4,0.7172873365446105
15810,24,2.0,0.0,5.75,57.8,1.0,9.7,2.0,4.0,2.0,0.0,70.8,0.7172792290451018
17204,17,1.0,5.0,6.23,41.8,1.0,8.7,2.0,4.0,0.0,2.0,55.7,0.7172762114962484
1033,22,2.0,1.0,7.18,81.3,1.0,4.5,0.0,2.0,1.0,1.0,77.1,0.717265865766445
6282,19,2.0,5.0,5.85,75.1,0.0,5.9,2.0,4.0,0.0,2.0,60.2,0.7172603416408024
19906,23,0.0,2.0,6.85,86.0,1.0,4.2,1.0,3.0,0.0,2.0,87.7,0.7172589758884638
11449,24,0.0,4.0,5.57,77.8,0.0,9.7,2.0,1.0,2.0,0.0,77.4,0.7172458751605051
15055,22,2.0,3.0,6.51,87.0,0.0,4.6,0.0,2.0,2.0,0.0,71.7,0.7172091285406447
1422,24,2.0,6.0,6.77,63.8,1.0,7.6,2.0,0.0,1.0,2.0,92.1,0.7171897015399166
17693,22,0.0,3.0,5.75,77.7,1.0,4.3,2.0,4.0,1.0,0.0,84.5,0.7171689612094427
10223,20,2.0,0.0,6.77,42.7,1.0,6.3,1.0,4.0,2.0,0.0,62.3,0.7171577604832688
6669,20,1.0,0.0,5.92,74.2,1.0,8.5,2.0,4.0,0.0,2.0,86.6,0.717149568185603
2538,20,1.0,6.0,5.73,82.3,0.0,6.2,2.0,2.0,1.0,2.0,78.6,0.7171369955622163
7061,20,1.0,1.0,6.86,96.5,0.0,6.3,1.0,0.0,0.0,2.0,100.0,0.7171254373251497
8814,24,1.0,0.0,5.88,89.8,0.0,7.3,2.0,2.0,2.0,2.0,87.4,0.7170704233459579
19361,21,0.0,0.0,5.48,97.5,1.0,5.8,2.0,1.0,2.0,0.0,93.6,0.7169933172027314
2112,22,2.0,0.0,7.41,49.5,1.0,5.9,0.0,3.0,2.0,0.0,75.9,0.7169812085866162
14284,22,1.0,2.0,6.95,87.2,1.0,4.4,0.0,0.0,2.0,0.0,92.2,0.7169096036739732
18554,23,1.0,0.0,6.28,84.0,1.0,9.4,2.0,1.0,0.0,1.0,81.2,0.7168979241629085
7594,22,1.0,3.0,7.18,84.1,1.0,5.1,0.0,1.0,1.0,2.0,75.4,0.7168594559864183
15736,18,1.0,6.0,5.43,71.4,1.0,9.1,2.0,0.0,2.0,1.0,86.1,0.716852247738565
16795,22,2.0,1.0,6.04,87.3,1.0,9.5,0.0,4.0,0.0,0.0,73.2,0.7168277681107822
1286,17,2.0,4.0,5.91,94.8,0.0,7.6,0.0,2.0,1.0,2.0,68.9,0.7168236292581204
14692,21,1.0,5.0,5.43,66.8,1.0,7.6,2.0,3.0,2.0,1.0,66.8,0.7167990203663406
4735,23,2.0,0.0,7.02,72.2,1.0,5.3,1.0,1.0,2.0,1.0,92.5,0.7167897946326899
12873,17,1.0,2.0,5.26,71.7,1.0,6.5,2.0,4.0,2.0,2.0,53.0,0.7167881597359649
10521,24,1.0,1.0,6.62,65.7,1.0,8.8,1.0,1.0,2.0,0.0,70.6,0.716775858700508
4552,17,0.0,6.0,4.92,83.2,1.0,8.6,1.0,3.0,2.0,2.0,83.4,0.7167745599212041
16064,19,2.0,1.0,7.23,48.5,1.0,9.0,0.0,3.0,1.0,2.0,79.4,0.716750486220826
10148,21,0.0,3.0,5.8,84.7,1.0,9.6,0.0,4.0,1.0,2.0,60.0,0.7167133332413697
9112,22,2.0,5.0,6.74,74.1,1.0,7.7,0.0,2.0,1.0,2.0,73.4,0.7166625032289666
15495,23,0.0,4.0,6.1,73.1,1.0,8.8,1.0,4.0,0.0,1.0,96.7,0.7165957229292008
17095,24,2.0,0.0,7.23,63.8,1.0,6.0,0.0,3.0,2.0,1.0,72.5,0.7165895249341455
1044,19,2.0,1.0,6.43,69.7,1.0,7.0,1.0,3.0,1.0,2.0,78.5,0.7165837952959797
4092,17,2.0,2.0,5.51,78.1,1.0,8.3,2.0,3.0,0.0,1.0,76.2,0.7165245987019825
13019,24,0.0,6.0,6.83,88.5,1.0,6.7,0.0,0.0,1.0,1.0,100.0,0.7165152150578062
8070,17,0.0,3.0,7.24,62.3,1.0,4.3,1.0,0.0,1.0,1.0,81.0,0.7163844329942353
18735,20,0.0,0.0,6.24,92.6,1.0,6.8,2.0,1.0,0.0,2.0,74.8,0.7163745761116237
11925,24,0.0,1.0,6.55,94.1,1.0,9.3,0.0,0.0,2.0,2.0,85.3,0.7163711917597638
9252,21,1.0,2.0,6.75,88.8,1.0,4.3,0.0,3.0,0.0,0.0,70.2,0.7163693432829441
17831,24,1.0,5.0,7.22,47.4,1.0,9.4,1.0,0.0,2.0,2.0,92.2,0.7162792697704917
8336,20,2.0,5.0,5.14,87.6,1.0,7.3,2.0,2.0,1.0,0.0,62.5,0.7162555606512133
2750,24,1.0,0.0,6.7,58.3,1.0,7.7,1.0,4.0,1.0,0.0,70.4,0.7161732012610367
13607,23,2.0,4.0,7.12,59.6,0.0,7.3,2.0,0.0,1.0,2.0,52.8,0.7161701813185084
4584,22,2.0,5.0,6.33,81.0,1.0,5.9,1.0,1.0,1.0,0.0,89.1,0.716168248265168
15341,21,0.0,4.0,6.26,86.7,1.0,8.0,0.0,3.0,0.0,1.0,76.5,0.7161131979597399
15915,20,2.0,4.0,7.82,41.2,1.0,7.0,0.0,2.0,0.0,0.0,78.3,0.716103125136604
1050,17,2.0,3.0,5.89,66.2,0.0,8.3,1.0,3.0,1.0,0.0,92.4,0.7160996439073931
11867,21,2.0,3.0,6.42,57.2,1.0,8.0,2.0,3.0,0.0,1.0,67.4,0.7159115500473399
11650,19,0.0,1.0,5.82,75.2,1.0,6.2,1.0,3.0,2.0,0.0,73.0,0.7158900525841297
9001,20,1.0,1.0,6.43,42.9,0.0,9.0,2.0,2.0,2.0,0.0,68.1,0.7158882091938695
14269,17,2.0,3.0,4.96,95.9,1.0,9.6,2.0,1.0,1.0,2.0,89.1,0.7158779340941047
9356,18,2.0,5.0,6.13,66.8,1.0,4.6,2.0,0.0,2.0,0.0,68.1,0.7158452852354835
19382,20,0.0,2.0,7.3,66.9,1.0,5.8,0.0,2.0,1.0,2.0,72.1,0.7158034329897203
13327,23,2.0,4.0,7.15,66.4,1.0,4.7,2.0,0.0,1.0,2.0,62.2,0.7157777283986984
6210,22,0.0,1.0,6.51,72.2,0.0,8.3,1.0,3.0,1.0,2.0,99.2,0.715756903674554
8098,19,0.0,0.0,6.79,89.7,1.0,5.8,1.0,1.0,0.0,2.0,86.6,0.7157312625713317
2082,17,2.0,3.0,6.7,69.5,1.0,8.0,1.0,1.0,0.0,2.0,82.0,0.7157247685861586
13206,19,1.0,6.0,7.4,44.2,1.0,4.8,0.0,1.0,2.0,0.0,56.6,0.7157109466638357
14315,23,1.0,5.0,6.13,85.0,0.0,5.6,1.0,1.0,2.0,0.0,82.2,0.7156989783658421
10794,19,2.0,0.0,7.11,66.4,1.0,6.0,1.0,0.0,2.0,2.0,74.0,0.7156933178616679
16266,23,1.0,5.0,6.21,78.0,1.0,5.6,1.0,3.0,1.0,1.0,89.6,0.7156830341956493
10844,20,1.0,5.0,5.89,45.6,1.0,9.6,2.0,3.0,1.0,0.0,79.4,0.7156711100587452
348,24,1.0,0.0,7.86,65.9,1.0,7.9,1.0,0.0,0.0,2.0,100.0,0.7156496055530325
10445,23,2.0,4.0,6.88,91.1,1.0,5.0,0.0,0.0,2.0,2.0,83.4,0.715648609739858
13428,22,0.0,5.0,6.31,75.9,1.0,6.6,1.0,0.0,2.0,0.0,98.6,0.7156347258811915
3241,18,2.0,1.0,5.94,72.5,1.0,8.4,2.0,3.0,0.0,2.0,48.8,0.7156343147841137
13050,19,0.0,2.0,5.85,70.9,1.0,6.3,2.0,3.0,1.0,1.0,53.3,0.7155023181298955
10160,22,1.0,3.0,5.85,58.8,1.0,9.3,2.0,3.0,1.0,0.0,53.6,0.7154708742151891
19779,17,1.0,4.0,5.79,56.6,1.0,9.2,2.0,2.0,1.0,1.0,74.8,0.7154391505341627
849,23,2.0,5.0,6.03,94.9,1.0,7.1,1.0,0.0,1.0,0.0,79.6,0.7154323791929676
30,20,2.0,2.0,6.94,67.8,1.0,4.6,1.0,1.0,2.0,2.0,49.2,0.7154243917262922
