student_id,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score,saw_score,saw_score_100
2964,female,bca,1.0,0.2,1.0,0.5,0.5,1.0,0.0,0.0,88.7,0.7119300000000001,71.19300000000001
2965,female,bba,0.2,0.2,1.0,0.7,1.0,0.0,0.0,1.0,70.9,0.25321000000000005,25.321000000000005
2966,male,b.sc,0.2,0.2,1.0,0.7,0.5,0.1,1.0,0.0,46.2,0.25452,25.452
2967,other,bca,0.5,0.5,1.0,0.7,1.0,0.0,0.5,1.0,64.2,0.48733000000000004,48.733000000000004
2968,other,b.sc,0.8,0.2,1.0,1.0,0.5,0.2,0.5,0.5,49.8,0.6158,61.58
2969,other,b.sc,0.2,0.2,0.0,0.7,0.0,1.0,1.0,0.5,40.5,0.27481,27.481
2970,male,bba,1.0,0.2,1.0,0.7,0.0,0.5,0.5,0.0,66.2,0.69696,69.696
2971,other,b.tech,1.0,0.5,1.0,0.7,0.0,0.1,0.5,0.5,81.7,0.73149,73.149
2972,female,bba,0.8,0.5,1.0,0.7,0.5,1.0,1.0,0.5,73.3,0.69298,69.298
2973,male,ba,0.2,0.2,0.0,0.5,0.5,1.0,0.5,0.0,66.4,0.26113000000000003,26.113000000000003
2974,other,bca,0.8,0.5,1.0,0.2,0.0,1.0,0.0,0.5,50.3,0.6080300000000001,60.803000000000004
2975,other,b.sc,0.2,0.2,0.0,0.7,0.5,0.0,1.0,0.5,37.6,0.25071000000000004,25.071000000000005
2976,other,bba,0.5,0.8,1.0,0.7,0.5,1.0,1.0,1.0,77.6,0.5729,57.29
2977,female,ba,1.0,0.5,1.0,1.0,0.5,0.1,0.0,1.0,69.4,0.76396,76.396
2978,male,b.sc,0.2,0.8,1.0,1.0,0.5,0.0,0.5,0.0,33.5,0.34832,34.832
2979,male,ba,0.2,0.8,1.0,0.2,0.5,0.1,1.0,1.0,49.0,0.32571,32.571
2980,other,diploma,0.2,0.5,1.0,1.0,1.0,0.0,0.0,0.0,27.5,0.30785,30.785
2981,other,bca,0.2,0.8,1.0,1.0,0.0,0.2,1.0,0.0,54.1,0.35134000000000004,35.13400000000001
2982,male,b.sc,0.5,0.5,1.0,0.7,0.0,0.2,0.5,1.0,46.8,0.45435000000000003,45.435
2983,other,bca,0.5,0.5,1.0,0.2,1.0,0.2,1.0,1.0,55.1,0.4774,47.74
2984,male,ba,1.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,71.2,0.64043,64.043
2985,other,b.tech,0.2,0.2,1.0,1.0,0.5,0.1,0.5,0.0,32.1,0.25989,25.989
2986,male,diploma,0.5,0.5,0.0,1.0,0.5,0.5,0.0,1.0,41.0,0.48885000000000006,48.885000000000005
2987,other,ba,1.0,0.5,1.0,0.2,1.0,0.0,0.5,0.0,73.6,0.7289300000000001,72.893
2988,male,diploma,0.8,0.2,1.0,1.0,0.0,0.1,0.5,0.5,45.9,0.59029,59.028999999999996
2989,female,b.tech,1.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,81.6,0.7968500000000001,79.685
2990,other,b.sc,0.5,0.2,1.0,0.7,0.0,0.1,0.5,0.5,53.2,0.39727,39.727000000000004
2991,other,diploma,0.2,0.2,1.0,1.0,0.0,0.1,1.0,0.5,31.2,0.25999,25.999
2992,female,b.sc,0.2,0.8,1.0,0.7,1.0,0.0,0.5,1.0,57.2,0.36115,36.115
2993,other,ba,1.0,0.8,1.0,1.0,0.0,0.5,1.0,0.5,100.0,0.83137,83.137
2994,male,bba,1.0,0.5,1.0,0.5,1.0,0.1,0.5,0.0,70.1,0.7538100000000001,75.38100000000001
2995,female,diploma,0.5,0.8,1.0,0.5,0.0,1.0,0.5,0.5,59.5,0.51722,51.722
2996,other,b.com,0.5,0.2,1.0,0.5,0.0,0.2,0.5,0.5,55.8,0.3882,38.82
2997,male,bca,0.5,1.0,0.0,0.7,0.5,0.5,1.0,0.5,92.3,0.56983,56.983
2998,female,bca,0.2,0.8,0.0,0.7,0.5,0.1,1.0,0.5,46.9,0.34816,34.816
2999,female,bba,0.2,0.2,1.0,0.7,0.0,0.2,0.5,0.5,19.599,0.22913,22.913
3000,female,ba,1.0,0.8,1.0,0.7,0.0,1.0,1.0,0.5,100.0,0.83355,83.355
3001,other,b.tech,0.2,0.2,1.0,0.5,0.5,0.5,0.0,0.5,39.3,0.23508000000000004,23.508000000000003
3002,female,b.sc,0.5,0.5,1.0,0.7,1.0,0.2,0.5,1.0,56.4,0.49635000000000007,49.635000000000005
3003,other,ba,0.8,0.5,1.0,0.5,1.0,0.5,0.5,1.0,81.0,0.66895,66.89500000000001
3004,female,b.com,0.5,0.8,0.0,1.0,1.0,0.5,0.5,0.0,86.7,0.5591200000000001,55.912000000000006
3005,other,b.sc,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,92.3,0.8337,83.37
3006,female,bba,0.2,0.5,1.0,0.5,1.0,0.5,0.0,1.0,41.5,0.30865000000000004,30.865000000000002
3007,other,ba,1.0,0.8,0.0,0.5,0.5,0.0,0.0,1.0,76.8,0.7665700000000001,76.65700000000001
3008,female,bca,0.2,0.8,0.0,0.2,0.0,1.0,0.5,0.5,38.5,0.31880000000000003,31.880000000000003
3009,other,ba,0.2,0.2,1.0,1.0,1.0,0.0,0.0,0.0,35.1,0.26138,26.138
3010,other,b.com,0.8,0.8,1.0,1.0,1.0,0.5,0.0,0.5,81.6,0.7282700000000001,72.82700000000001
3011,male,b.tech,1.0,1.0,0.0,0.7,0.0,0.0,0.5,0.5,77.3,0.79903,79.903
3012,male,b.tech,0.5,0.5,1.0,0.2,0.0,0.2,0.5,0.0,58.5,0.4082,40.82
3013,male,ba,0.5,0.5,0.0,0.2,0.0,0.2,0.5,0.0,40.1,0.4028,40.28
3014,female,b.com,0.5,0.8,1.0,0.7,1.0,0.0,0.5,0.5,61.2,0.5277000000000001,52.77
3015,female,bca,0.2,0.8,1.0,0.7,0.0,0.2,1.0,0.5,67.7,0.33707000000000004,33.707
3016,male,bba,1.0,0.2,1.0,0.2,0.0,0.0,0.0,0.5,56.7,0.63156,63.156
3017,other,b.sc,1.0,0.2,1.0,0.7,1.0,1.0,1.0,0.5,79.5,0.7826099999999999,78.261
3018,other,bca,0.8,0.8,1.0,1.0,0.0,1.0,0.0,1.0,73.5,0.71492,71.492
3019,female,ba,0.5,0.2,0.0,0.5,0.0,1.0,0.5,1.0,30.6,0.42497999999999997,42.498
3020,male,diploma,0.8,0.8,1.0,1.0,0.0,0.2,0.5,1.0,80.6,0.69384,69.384
3021,other,diploma,0.8,0.2,1.0,0.5,0.0,0.2,0.5,0.5,36.2,0.5608500000000001,56.08500000000001
3022,male,diploma,0.2,0.2,1.0,1.0,0.0,0.2,0.0,0.5,19.599,0.23450000000000004,23.450000000000003
3023,male,b.tech,0.5,0.8,1.0,1.0,1.0,1.0,1.0,0.5,96.5,0.60817,60.817
3024,other,ba,0.8,0.2,1.0,0.5,0.0,1.0,1.0,1.0,65.6,0.6180300000000001,61.80300000000001
3025,other,b.tech,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,74.9,0.7073,70.73
3026,female,diploma,0.5,0.5,1.0,0.7,1.0,0.0,0.5,0.5,55.5,0.48123000000000005,48.123000000000005
3027,male,bba,1.0,0.8,1.0,0.5,0.0,1.0,0.0,0.5,86.0,0.7899700000000001,78.997
3028,male,b.sc,1.0,0.2,1.0,0.5,0.5,1.0,0.5,0.0,65.8,0.7269300000000001,72.69300000000001
3029,other,bba,1.0,0.8,0.0,1.0,0.0,0.1,1.0,0.5,80.2,0.80793,80.793
3030,male,ba,1.0,1.0,1.0,0.2,0.0,0.2,0.5,0.0,73.0,0.7734000000000001,77.34
3031,other,ba,0.2,0.8,1.0,1.0,1.0,0.0,0.5,1.0,46.9,0.38152,38.152
3032,female,ba,0.5,0.2,1.0,0.7,0.5,0.2,1.0,0.5,65.6,0.43778,43.778
3033,female,diploma,1.0,0.2,1.0,1.0,1.0,1.0,1.0,0.5,87.4,0.8029799999999999,80.29799999999999
3034,other,bca,1.0,0.5,1.0,0.2,0.5,0.0,0.0,0.0,69.6,0.69293,69.293
3035,female,b.com,0.2,0.2,1.0,0.7,0.0,0.5,0.5,0.5,28.0,0.24266000000000001,24.266000000000002
3036,female,bca,0.8,0.5,1.0,0.7,0.5,0.5,0.5,0.5,82.1,0.6554300000000001,65.543
3037,female,b.tech,1.0,0.5,1.0,0.7,1.0,0.1,0.5,1.0,98.1,0.77959,77.959
3038,male,b.sc,0.2,0.8,1.0,0.7,0.0,0.0,0.5,0.5,55.1,0.31305000000000005,31.305000000000007
3039,female,b.tech,0.5,0.8,0.0,0.7,1.0,0.0,1.0,1.0,54.2,0.5434,54.339999999999996
3040,female,diploma,0.5,0.8,1.0,0.7,1.0,0.1,1.0,0.0,82.0,0.54111,54.111
3041,male,b.tech,0.5,0.2,1.0,0.5,0.0,1.0,1.0,0.5,59.7,0.43928,43.928
3042,female,diploma,0.8,0.5,0.0,0.7,0.5,0.1,0.0,1.0,58.4,0.62309,62.309000000000005
3043,female,bca,0.2,0.8,1.0,0.5,0.5,0.5,0.5,1.0,48.2,0.34912000000000004,34.912000000000006
3044,male,diploma,1.0,0.8,1.0,0.7,0.0,0.1,0.0,0.5,67.7,0.76296,76.29599999999999
3045,other,bca,0.2,0.2,1.0,0.7,0.0,0.2,1.0,0.0,38.2,0.23803,23.803
3046,other,ba,1.0,0.2,1.0,0.7,1.0,0.2,0.0,0.5,74.6,0.71653,71.653
3047,female,bca,0.2,0.8,1.0,0.5,1.0,0.2,0.5,0.5,45.3,0.35049,35.049
3048,male,diploma,1.0,0.5,1.0,0.5,0.5,0.1,0.0,0.5,87.5,0.72391,72.391
3049,female,diploma,0.5,0.5,1.0,0.2,0.0,1.0,0.5,1.0,50.1,0.45648,45.647999999999996
3050,other,bca,0.8,0.2,1.0,0.5,0.5,1.0,1.0,1.0,68.0,0.6390300000000001,63.90300000000001
3051,male,bca,0.2,0.5,1.0,0.7,0.5,1.0,1.0,0.5,45.9,0.34768000000000004,34.76800000000001
3052,other,bba,0.8,0.2,1.0,1.0,0.5,0.0,0.5,0.5,54.8,0.60678,60.678
3053,other,diploma,0.5,0.2,1.0,0.7,0.0,1.0,0.5,0.5,44.7,0.43786,43.786
3054,male,ba,0.2,0.5,1.0,1.0,0.0,1.0,0.5,0.5,30.6,0.33205,33.205
3055,male,ba,0.8,0.8,1.0,0.2,0.0,1.0,0.5,1.0,86.1,0.6756000000000001,67.56
3056,other,bca,0.2,1.0,1.0,0.5,0.5,1.0,0.5,0.5,67.3,0.39655,39.655
3057,other,b.sc,1.0,0.2,1.0,0.5,1.0,0.1,0.5,0.0,81.3,0.7073400000000001,70.73400000000001
3058,other,bca,0.8,0.2,1.0,1.0,0.5,0.1,0.5,1.0,54.2,0.61739,61.739
3059,female,b.tech,0.2,0.2,1.0,1.0,0.5,1.0,0.5,0.5,44.0,0.30658,30.658
3060,female,bba,1.0,1.0,1.0,0.5,0.5,0.1,0.5,0.5,100.0,0.8163600000000001,81.63600000000001
3061,female,b.tech,0.2,0.2,1.0,0.5,0.0,0.0,0.5,0.5,37.7,0.20653000000000002,20.653000000000002
3062,female,diploma,1.0,1.0,0.0,0.7,1.0,1.0,1.0,0.5,100.0,0.90113,90.113
3063,other,bca,0.5,0.8,1.0,0.5,0.0,1.0,0.0,0.5,61.5,0.50222,50.222
3064,male,b.sc,0.8,0.8,1.0,1.0,0.0,0.1,1.0,1.0,74.7,0.70433,70.433
3065,male,b.sc,1.0,0.2,1.0,1.0,0.5,0.2,0.0,0.5,84.7,0.7159,71.59
3066,male,bba,0.2,0.8,1.0,0.5,0.5,0.2,1.0,1.0,61.7,0.35059,35.059000000000005
3067,other,diploma,0.8,0.2,1.0,1.0,0.0,1.0,0.0,1.0,57.5,0.62198,62.198
3068,other,b.com,0.2,0.8,1.0,0.5,0.5,0.1,0.5,0.5,51.8,0.32498,32.498
3069,male,diploma,0.8,0.8,1.0,0.2,0.5,0.1,0.0,0.5,54.9,0.6349100000000001,63.49100000000001
3070,male,ba,0.2,0.8,1.0,0.7,1.0,0.1,1.0,0.0,65.2,0.36846000000000007,36.846000000000004
3071,male,ba,0.2,0.8,0.0,0.7,0.5,0.0,0.5,1.0,43.9,0.33475000000000005,33.475
3072,male,b.com,0.2,1.0,1.0,0.5,1.0,0.5,1.0,0.0,64.4,0.4039,40.39
3073,female,b.sc,0.8,0.5,1.0,0.2,0.0,0.2,0.5,0.5,66.1,0.5869500000000001,58.69500000000001
3074,female,b.com,1.0,0.5,1.0,0.7,1.0,0.5,0.0,0.5,94.4,0.77653,77.653
3075,female,b.sc,1.0,0.2,1.0,0.7,0.5,0.2,0.0,1.0,73.1,0.70163,70.163
3076,male,b.com,0.8,0.2,1.0,0.5,0.5,0.5,1.0,1.0,58.8,0.61648,61.648
3077,female,b.com,1.0,0.2,1.0,1.0,0.5,0.0,1.0,0.5,66.0,0.73688,73.688
3078,other,b.tech,1.0,0.2,1.0,0.5,0.0,1.0,0.0,0.5,75.8,0.69703,69.703
3079,female,b.com,0.8,0.2,0.0,0.5,0.0,0.5,0.0,1.0,41.1,0.56008,56.008
3080,other,b.tech,0.2,0.2,1.0,1.0,1.0,0.1,0.0,1.0,47.2,0.27809,27.809
3081,other,b.sc,0.8,0.2,1.0,0.5,0.5,0.0,0.0,0.5,59.4,0.55783,55.783
3082,other,bca,0.2,0.8,1.0,0.2,0.5,0.5,0.5,1.0,36.7,0.32875000000000004,32.87500000000001
3083,female,b.tech,1.0,0.5,1.0,0.7,0.5,0.0,0.5,0.0,89.7,0.74188,74.188
3084,male,b.com,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,70.6,0.53515,53.515
3085,female,bba,0.5,0.5,0.0,0.5,1.0,0.2,0.5,0.0,50.0,0.46517000000000003,46.517
3086,female,b.tech,1.0,0.2,1.0,0.7,1.0,1.0,0.0,0.5,81.4,0.75261,75.261
3087,other,bca,0.2,1.0,1.0,1.0,0.0,1.0,0.5,1.0,37.3,0.4156,41.56
3088,other,b.tech,1.0,1.0,1.0,0.5,0.0,1.0,0.0,0.5,70.7,0.8209500000000001,82.09500000000001
3089,female,b.tech,1.0,0.5,1.0,0.5,0.0,0.0,0.5,0.0,82.5,0.7073,70.73
3090,female,b.sc,0.8,0.2,1.0,0.5,1.0,0.2,0.0,0.0,48.9,0.5817500000000001,58.17500000000001
3091,other,diploma,0.8,1.0,1.0,0.7,0.5,0.5,1.0,0.5,82.6,0.74788,74.788
3092,other,b.tech,0.2,1.0,1.0,0.7,0.0,0.1,0.0,0.0,23.2,0.32744,32.744
3093,other,b.tech,0.5,1.0,1.0,1.0,0.5,0.1,0.5,0.5,75.4,0.56256,56.25599999999999
3094,female,diploma,1.0,0.5,1.0,0.2,0.0,0.2,1.0,1.0,73.9,0.7231500000000001,72.31500000000001
3095,female,bba,0.2,0.2,0.0,0.7,1.0,0.1,0.5,1.0,38.2,0.26732,26.732
3096,female,ba,0.5,0.5,1.0,0.7,1.0,0.1,0.0,0.5,55.1,0.47074000000000005,47.074000000000005
3097,female,b.tech,0.5,0.8,1.0,1.0,0.5,0.2,0.5,0.0,60.3,0.5299900000000001,52.99900000000001
3098,male,b.com,0.8,0.2,1.0,0.5,0.5,0.1,0.5,1.0,55.3,0.5834400000000001,58.34400000000001
3099,male,bba,0.8,0.2,1.0,0.7,1.0,0.2,1.0,0.5,75.4,0.63143,63.14300000000001
3100,female,ba,0.2,1.0,1.0,0.5,0.5,0.1,0.5,0.5,43.2,0.35596,35.596
3101,female,ba,0.2,0.2,1.0,0.7,0.5,0.0,0.0,0.5,19.9,0.22611,22.611
3102,male,b.tech,1.0,0.2,1.0,0.7,1.0,0.1,0.0,0.5,58.7,0.71202,71.202
3103,male,diploma,0.2,0.5,1.0,0.5,0.0,0.0,0.0,0.5,53.7,0.23800000000000002,23.8
3104,other,bba,0.5,1.0,1.0,0.2,1.0,0.2,1.0,0.5,81.0,0.5487500000000001,54.87500000000001
3105,female,b.sc,0.2,1.0,1.0,0.7,0.5,0.2,0.0,0.5,30.9,0.35905000000000004,35.905
3106,female,diploma,1.0,0.2,0.0,0.7,0.5,0.0,1.0,0.5,78.5,0.71111,71.111
3107,other,b.com,0.2,0.8,0.0,1.0,0.5,1.0,0.0,0.5,32.5,0.37912000000000007,37.912000000000006
3108,male,b.tech,0.5,1.0,1.0,0.2,0.0,0.0,0.0,0.5,68.8,0.46773000000000003,46.773
3109,other,diploma,0.8,0.8,1.0,0.7,0.5,0.1,0.0,0.5,51.3,0.66886,66.886
3110,other,b.sc,0.2,0.2,1.0,0.5,0.5,0.2,0.5,0.5,34.5,0.23655,23.655
3111,female,b.tech,1.0,0.8,1.0,0.7,0.5,1.0,0.0,0.5,93.4,0.82455,82.455
3112,female,bba,1.0,0.5,1.0,0.2,0.0,0.0,0.5,1.0,73.8,0.69913,69.913
3113,other,b.sc,0.8,0.5,0.0,1.0,1.0,0.0,0.5,0.0,82.6,0.6627500000000001,66.275
3114,male,b.sc,0.5,0.5,1.0,0.7,0.5,0.2,1.0,0.0,55.3,0.47815,47.815000000000005
3115,male,b.tech,0.2,0.2,1.0,1.0,1.0,0.5,0.5,0.5,59.5,0.30503,30.503000000000004
3116,other,b.tech,0.8,0.8,1.0,0.7,0.0,0.0,1.0,1.0,63.8,0.67945,67.945
3117,male,diploma,0.2,0.5,1.0,0.7,0.5,0.0,0.0,1.0,23.9,0.27868000000000004,27.868000000000002
3118,other,bba,0.8,0.2,1.0,1.0,0.5,0.0,0.0,0.0,51.1,0.58568,58.568
3119,other,bca,0.2,0.5,1.0,0.7,0.0,0.0,0.5,1.0,37.4,0.27268000000000003,27.268000000000004
3120,female,bba,0.8,0.8,1.0,0.7,0.5,0.5,0.5,0.0,93.1,0.6958000000000001,69.58000000000001
3121,male,ba,0.5,0.5,1.0,0.7,0.5,1.0,0.5,0.5,71.2,0.5053300000000001,50.53300000000001
3122,other,b.sc,0.8,0.8,1.0,0.7,1.0,0.2,0.5,1.0,81.9,0.71547,71.54700000000001
3123,other,diploma,0.2,1.0,1.0,0.2,1.0,0.1,1.0,0.5,48.9,0.37159000000000003,37.159000000000006
3124,female,bca,0.5,0.8,1.0,0.5,1.0,1.0,0.0,0.5,69.9,0.54422,54.422000000000004
3125,male,ba,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,60.1,0.4482,44.82
3126,female,b.tech,0.5,0.5,1.0,0.7,1.0,0.2,0.5,0.5,74.9,0.49025,49.025
3127,female,bca,1.0,0.5,1.0,0.7,0.5,0.2,1.0,0.0,100.0,0.7659,76.59
3128,male,b.com,0.5,0.5,0.0,0.7,0.0,0.2,0.5,0.5,45.4,0.44285,44.285000000000004
3129,female,b.sc,0.2,0.5,1.0,0.7,0.0,1.0,0.5,1.0,65.1,0.31778000000000006,31.778000000000006
3130,male,bca,0.8,0.8,1.0,1.0,0.5,0.0,0.0,0.5,68.6,0.68472,68.472
3131,other,bca,0.5,0.8,1.0,0.2,0.0,0.1,0.5,1.0,57.3,0.46236000000000005,46.236000000000004
3132,female,bba,1.0,0.2,1.0,1.0,0.0,0.5,0.0,0.5,71.2,0.70843,70.843
3133,other,b.tech,0.2,1.0,0.0,1.0,0.5,1.0,0.0,0.0,58.1,0.4040000000000001,40.400000000000006
3134,female,bba,1.0,1.0,0.0,0.5,0.0,0.2,0.0,0.5,100.0,0.7794700000000001,77.94700000000002
3135,other,diploma,0.8,0.2,1.0,0.5,0.0,0.2,0.0,0.5,53.7,0.5458500000000001,54.58500000000001
3136,other,bba,0.2,1.0,0.0,0.5,0.5,0.1,1.0,0.5,49.8,0.36556,36.556
3137,male,b.sc,0.5,0.5,1.0,0.5,0.5,0.1,0.0,0.0,41.5,0.43006,43.006
3138,female,bba,0.5,0.2,1.0,0.7,1.0,1.0,0.5,0.5,90.4,0.47986,47.986000000000004
3139,other,b.sc,0.8,0.8,1.0,0.5,0.0,0.1,0.5,0.5,65.2,0.6492800000000001,64.92800000000001
3140,female,diploma,0.5,0.2,1.0,1.0,0.0,1.0,0.0,0.5,34.5,0.44323,44.323
3141,male,bca,0.8,0.8,1.0,1.0,0.0,0.5,0.0,0.5,62.3,0.68627,68.62700000000001
3142,other,ba,0.8,1.0,1.0,0.5,0.0,1.0,0.0,0.0,75.7,0.6997500000000001,69.97500000000001
3143,male,b.tech,0.8,0.5,0.0,0.5,0.5,1.0,1.0,0.0,60.8,0.6679,66.79
3144,other,b.com,0.8,0.5,1.0,0.2,0.0,0.0,1.0,1.0,63.5,0.5990300000000001,59.903000000000006
3145,other,b.tech,1.0,0.2,1.0,1.0,1.0,1.0,0.0,0.5,80.5,0.77298,77.298
3146,male,bca,0.5,0.5,0.0,1.0,0.0,0.1,1.0,0.0,57.4,0.46761,46.761
3147,male,bba,0.5,0.5,1.0,0.2,0.0,0.5,0.5,1.0,41.7,0.43393,43.393
3148,other,b.sc,0.2,0.8,0.0,0.7,0.5,1.0,1.0,0.5,64.6,0.38875000000000004,38.87500000000001
3149,female,bca,0.2,1.0,1.0,0.2,0.0,0.0,1.0,1.0,34.0,0.33118,33.117999999999995
3150,other,bca,0.5,0.5,1.0,0.2,0.0,0.2,1.0,0.5,73.8,0.4293,42.93
3151,other,diploma,0.5,0.5,1.0,1.0,1.0,0.1,0.5,0.5,35.3,0.50611,50.611
3152,male,b.sc,1.0,0.5,1.0,0.7,0.0,0.5,0.0,1.0,61.2,0.74063,74.063
3153,other,b.sc,0.2,0.8,1.0,1.0,0.0,1.0,0.5,1.0,52.0,0.3846200000000001,38.46200000000001
3154,female,ba,0.8,0.2,0.0,0.5,0.5,0.2,0.0,1.0,52.6,0.5675500000000001,56.75500000000001
3155,other,b.sc,0.2,0.5,1.0,0.7,0.5,0.5,0.0,0.5,43.7,0.29513000000000006,29.513000000000005
3156,male,bca,0.2,0.5,1.0,0.7,1.0,0.2,0.0,0.0,40.7,0.29650000000000004,29.650000000000006
3157,male,b.com,0.5,0.8,1.0,0.5,0.0,1.0,0.5,0.5,60.0,0.51722,51.722
3158,female,bba,0.5,0.2,0.0,1.0,0.0,0.5,0.5,0.5,62.2,0.43028000000000005,43.028000000000006
3159,female,b.sc,0.2,0.5,1.0,0.7,0.5,0.5,0.0,1.0,26.9,0.30123000000000005,30.123000000000005
3160,female,b.tech,0.2,0.8,1.0,1.0,0.0,0.0,0.5,0.0,37.1,0.32732000000000006,32.732000000000006
3161,male,diploma,0.8,0.8,1.0,0.2,1.0,0.2,0.0,0.5,62.9,0.6604200000000001,66.04200000000002
3162,female,ba,0.5,0.5,1.0,0.5,0.0,0.5,1.0,0.0,72.2,0.4571,45.71
3163,other,b.tech,0.5,1.0,0.0,0.7,0.0,0.1,0.5,0.0,64.4,0.50969,50.968999999999994
3164,other,bca,0.5,0.8,1.0,1.0,0.0,0.1,0.5,0.0,42.3,0.50448,50.44800000000001
3165,other,b.tech,0.5,0.8,1.0,0.5,0.5,0.0,1.0,0.0,61.8,0.50202,50.202000000000005
3166,male,diploma,0.2,0.8,1.0,0.2,0.0,0.1,1.0,0.5,31.6,0.29861,29.860999999999997
3167,other,b.com,0.5,0.8,1.0,0.2,1.0,0.5,1.0,0.5,78.6,0.5313000000000001,53.13000000000001
3168,female,ba,0.8,1.0,1.0,1.0,1.0,0.0,1.0,1.0,81.7,0.7728,77.28
3169,other,b.sc,0.8,0.2,1.0,0.7,0.0,0.2,1.0,1.0,53.9,0.59553,59.553
3170,other,b.tech,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.5,77.0,0.7494999999999999,74.94999999999999
3171,male,b.com,1.0,0.8,1.0,0.5,0.5,0.0,0.5,0.5,78.2,0.7808700000000001,78.087
3172,other,b.com,0.2,0.2,0.0,0.2,0.0,1.0,0.5,0.5,19.599,0.22586000000000003,22.586000000000002
3173,female,ba,0.2,0.2,1.0,0.5,1.0,0.0,0.0,0.5,33.7,0.23353000000000004,23.353000000000005
3174,other,ba,1.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,79.5,0.7194,71.94
3175,female,bba,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.5,55.8,0.46225,46.225
3176,male,b.tech,0.5,0.8,1.0,0.2,0.5,1.0,1.0,0.5,76.1,0.53285,53.285000000000004
3177,other,b.com,0.8,0.5,1.0,1.0,0.5,0.2,0.5,0.5,82.4,0.66227,66.227
3178,male,diploma,0.8,0.2,1.0,1.0,1.0,0.2,0.0,0.0,67.3,0.6157,61.57
3179,other,diploma,0.2,1.0,1.0,0.7,0.0,1.0,0.5,0.5,45.4,0.38913000000000003,38.913000000000004
3180,male,ba,0.2,0.2,1.0,0.5,0.5,0.1,1.0,0.0,50.0,0.24094000000000002,24.094
3181,other,b.com,0.2,1.0,1.0,1.0,0.5,0.2,0.5,0.5,51.9,0.39442000000000005,39.44200000000001
3182,female,b.com,0.2,0.5,1.0,0.7,0.0,0.2,0.0,1.0,30.4,0.26670000000000005,26.670000000000005
3183,male,bca,0.2,0.2,1.0,0.7,0.5,0.0,0.0,0.5,39.3,0.22611,22.611
3184,male,b.com,0.8,0.5,1.0,0.5,0.5,0.0,0.5,0.5,71.1,0.6193000000000001,61.93000000000001
3185,male,diploma,0.5,0.8,0.0,1.0,0.0,0.1,1.0,1.0,42.9,0.52628,52.628
3186,other,b.tech,0.2,1.0,1.0,0.2,1.0,0.0,1.0,1.0,41.9,0.37318,37.318
3187,other,bba,0.2,0.5,0.0,0.5,1.0,0.0,1.0,0.5,38.0,0.3046,30.459999999999997
3188,other,ba,1.0,1.0,1.0,0.7,0.0,0.2,1.0,0.5,100.0,0.82845,82.845
3189,female,ba,0.2,0.5,1.0,0.7,0.5,0.1,0.0,1.0,32.3,0.28319000000000005,28.319000000000006
3190,female,ba,0.5,0.2,0.0,0.5,0.0,0.2,0.5,0.5,19.599,0.3828,38.279999999999994
3191,other,b.sc,0.8,0.5,0.0,0.7,1.0,1.0,0.5,0.5,66.9,0.69358,69.358
3192,male,b.com,0.2,0.8,0.0,0.7,1.0,0.5,1.0,0.5,70.8,0.38720000000000004,38.720000000000006
3193,other,b.com,0.2,0.2,1.0,0.5,0.0,1.0,1.0,0.5,37.2,0.26663,26.662999999999997
3194,female,bba,0.2,0.2,1.0,0.5,1.0,0.0,1.0,1.0,28.4,0.26963,26.962999999999997
3195,female,bba,1.0,0.8,1.0,0.7,1.0,0.0,1.0,0.5,78.8,0.83045,83.045
3196,female,b.com,0.8,0.5,1.0,0.7,1.0,0.0,0.0,0.5,74.5,0.63888,63.888
3197,other,ba,0.8,0.8,1.0,0.2,0.5,0.5,0.5,1.0,76.4,0.6740500000000001,67.40500000000002
3198,other,bba,1.0,0.2,1.0,1.0,0.0,0.2,0.0,0.5,67.6,0.6949,69.49
3199,other,b.tech,0.8,0.5,1.0,0.5,1.0,0.2,1.0,1.0,61.7,0.6704200000000001,67.04200000000002
3200,male,diploma,0.5,0.5,1.0,0.2,0.5,0.5,0.5,0.0,43.6,0.44273,44.273
3201,male,diploma,0.5,1.0,1.0,0.5,1.0,0.0,0.5,0.5,63.1,0.5451,54.510000000000005
3202,other,b.com,0.5,0.2,1.0,0.7,0.5,0.1,1.0,0.5,52.8,0.43327000000000004,43.327000000000005
3203,other,bca,0.5,0.2,0.0,0.7,0.5,0.1,0.0,1.0,39.0,0.40397000000000005,40.397000000000006
3204,male,b.com,1.0,0.2,1.0,0.7,0.0,0.2,0.0,0.5,49.5,0.67453,67.453
3205,other,b.tech,0.2,1.0,1.0,0.5,1.0,0.0,1.0,1.0,57.8,0.39355,39.355000000000004
3206,male,diploma,0.2,0.2,1.0,0.7,0.0,1.0,0.0,0.0,54.0,0.24411000000000002,24.411
